Name,LLoydNumber,GrossRegisterTonnage,NetRegisterTonnage,Latest VOS,Latest ETA,Name_New,MMSI,GrossRegisterTonnage_New,NetRegisterTonnage_NEW,CallSign,Flag,Length,Beam,Draught,Deadweight,YearBuilt,OldNames,Active,YearBuilt
ATHENS STAR,9298313,0,0,VOS0000037751,5/29/2020 22:00,,,,,,,,,,,,,,
ATLANT FRAUKE,9109093,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANT SVENJA,9125889,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC ACACIA,6065572,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC AQUARIUS,9381756,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC BREEZE,9360336,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC BURNET,9232113,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC CANYON,9383974,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC CROWN,9332169,0,0,VOS0000025855,6/20/2019 15:00,,,,,,,,,,,,,,
ATLANTIC DAISY,9329423,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC GEMINI,9332315,0,0,VOS0000028594,9/10/2019 4:00,,,,,,,,,,,,,,
ATLANTIC GRACE,9237511,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC HAWK,9272670,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC HIGHWAY,9250232,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC HOPE,9374272,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC LEO,9381768,29266,13129,VOS0000023053,4/3/2019 11:00,,,,,,,,,,,,,,
ATLANTIC LOMBARDIA,9208485,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC PEARL,8011471,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC POLARIS,9392779,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC PROGRESS,9611577,0,0,VOS0000028040,8/25/2019 23:00,,,,,,,,,,,,,,
ATLANTIC RUBY,9628245,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC SIRIUS,9455052,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC SPIRIT,8517372,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC TITAN,9360324,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC VENUS,9221360,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTIC YUCATAN ,9336854,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLANTICO,8020072,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLAS ID,8517384,0,0,NULL,NULL,,,,,,,,,,,,,,
ATLAS STAR,8029246,0,0,NULL,NULL,,,,,,,,,,,,,,
ATRIS,9180138,0,0,NULL,NULL,,,,,,,,,,,,,,
ATTILIO IEVOLI,9104873,0,0,NULL,NULL,,,,,,,,,,,,,,
AUDRE,9113056,0,0,NULL,NULL,,,,,,,,,,,,,,
AUGUSTA,9256236,0,0,NULL,NULL,,,,,,,,,,,,,,
AURIGA LEADER,9402718,0,0,NULL,NULL,,,,,,,,,,,,,,
AURORA II,9169524,0,0,NULL,NULL,,,,,,,,,,,,,,
AUSTRAL,9399777,0,0,VOS0000025438,6/7/2019 21:00,,,,,,,,,,,,,,
AUSTRALIS,9284946,0,0,NULL,NULL,,,,,,,,,,,,,,
AUSTRIA,9071272,0,0,NULL,NULL,,,,,,,,,,,,,,
AUTUMN,9416795,0,0,NULL,NULL,,,,,,,,,,,,,,
AUTUMN E,9323039,0,0,NULL,NULL,,,,,,,,,,,,,,
AUTUMN WIND,9038323,0,0,NULL,NULL,,,,,,,,,,,,,,
AV KASTNER,8605208,0,0,NULL,NULL,,,,,,,,,,,,,,
AVATAQ,8801618,0,0,NULL,NULL,,,,,,,,,,,,,,
AVENUE PRIDE,9480277,0,0,NULL,NULL,,,,,,,,,,,,,,
AVIATOR,9363754,0,0,NULL,NULL,,,,,,,,,,,,,,
AVONBORG,9429730,0,0,NULL,NULL,,,,,,,,,,,,,,
AVRA,9159440,0,0,NULL,NULL,,,,,,,,,,,,,,
AWTAD,9519717,0,0,NULL,NULL,,,,,,,,,,,,,,
AYIA MARINA,8306979,0,0,NULL,NULL,,,,,,,,,,,,,,
AYRTON II,9410014,0,0,NULL,NULL,,,,,,,,,,,,,,
AZALEA ACE,9542283,0,0,VOS0000034206,2/17/2020 1:00,,,,,,,,,,,,,,
AZAMARA QUEST,9210218,0,0,NULL,NULL,,,,,,,,,,,,,,
AZMARA JOURNEY,9200940,0,0,NULL,NULL,,,,,,,,,,,,,,
AZOV SEA,9149237,0,0,NULL,NULL,,,,,,,,,,,,,,
AZTEC,9221657,0,0,NULL,NULL,,,,,,,,,,,,,,
AZURA,9424883,0,0,NULL,NULL,,,,,,,,,,,,,,
B ATLANTIC,8106721,0,0,NULL,NULL,,,,,,,,,,,,,,
B HANDY,9464950,0,0,NULL,NULL,,,,,,,,,,,,,,
B. EUROPA,8016952,0,0,NULL,NULL,,,,,,,,,,,,,,
BAHIA,9152466,0,0,VOS0000030693,11/9/2019 6:00,,,,,,,,,,,,,,
BAKU,8811390,0,0,NULL,NULL,,,,,,,,,,,,,,
BALABAN,9534145,0,0,NULL,NULL,,,,,,,,,,,,,,
BALBOA PEARL ,8400634,0,0,NULL,NULL,,,,,,,,,,,,,,
BALDER,9233416,0,0,NULL,NULL,,,,,,,,,,,,,,
BALGARKA,9158159,0,0,NULL,NULL,,,,,,,,,,,,,,
BALLAD,9120994,0,0,NULL,NULL,,,,,,,,,,,,,,
BALMORAL,8506294,0,0,NULL,NULL,,,,,,,,,,,,,,
BALSA 81,9580223,0,0,VOS0000006164,10/23/2017 14:00,,,,,,,,,,,,,,
BALSA 82 ,9580235,0,0,NULL,NULL,,,,,,,,,,,,,,
BALSA 83,9580247,0,0,VOS0000032485,12/31/2019 8:00,,,,,,,,,,,,,,
BALSA 84,9580259,0,0,VOS0000040396,8/19/2020 8:00,,,,,,,,,,,,,,
BALSA 85,9580261,5715,2606,VOS0000036633,4/29/2020 6:00,,,,,,,,,,,,,,
BALSA 86,9580273,0,0,VOS0000038743,6/30/2020 11:00,,,,,,,,,,,,,,
BALSA 87,9616022,0,0,VOS0000037289,5/16/2020 20:00,,,,,,,,,,,,,,
BALSA 88,9616034,5698,2606,VOS0000034257,2/18/2020 7:00,,,,,,,,,,,,,,
BALSA 89,9616046,0,0,VOS0000035642,3/31/2020 10:00,,,,,,,,,,,,,,
BALSA 91,9616205,0,0,NULL,NULL,,,,,,,,,,,,,,
BALSA 92,9616060,0,0,VOS0000035002,3/11/2020 22:00,,,,,,,,,,,,,,
BALSA 93,9616071,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC,9241475,0,0,VOS0000035126,3/13/2020 11:00,,,,,,,,,,,,,,
BALTIC CAPTAIN I,9208100,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC CHALLENGER,9260031,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC CHAMPION,9260029,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC CHIEF I,9208124,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC FAITH,9327360,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC FRONTIER,9019030,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC MARSHALL,9314832,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC MONARCH,9314818,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC SEA,9243497,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC SOUL,9228813,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIC TRADER,9505546,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIMAR BOREAS,8807349,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIMAR NOTOS,8607658,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIMAR ZEPHYR,9125152,0,0,NULL,NULL,,,,,,,,,,,,,,
BALTIMORE HIGHWAY,9510149,0,0,NULL,NULL,,,,,,,,,,,,,,
BALVA,8618968,0,0,NULL,NULL,,,,,,,,,,,,,,
BANDIRMA,9120243,0,0,NULL,NULL,,,,,,,,,,,,,,
BANDURA,9526071,0,0,NULL,NULL,,,,,,,,,,,,,,
BANGKOK HIGHWAY,9506710,48936,14680,VOS0000027994,8/26/2019 0:00,,,,,,,,,,,,,,
BAO AN CHENG,8316443,0,0,NULL,NULL,,,,,,,,,,,,,,
BARCELONA,8400220,0,0,NULL,NULL,,,,,,,,,,,,,,
BARENT ZANEN,8315504,0,0,NULL,NULL,,,,,,,,,,,,,,
BARENTS WIND,8010805,0,0,NULL,NULL,,,,,,,,,,,,,,
BARNACLE,9409742,0,0,NULL,NULL,,,,,,,,,,,,,,
BAROCK,9401518,0,0,NULL,NULL,,,,,,,,,,,,,,
BARRA,9142992,0,0,NULL,NULL,,,,,,,,,,,,,,
BARUC,8016196,0,0,NULL,NULL,,,,,,,,,,,,,,
BASAT,9447029,0,0,NULL,NULL,,,,,,,,,,,,,,
BASHUNDHARA 2,8316223,0,0,NULL,NULL,,,,,,,,,,,,,,
BASIC RELIANCE,9254745,0,0,NULL,NULL,,,,,,,,,,,,,,
BASS BULKER,9135511,0,0,NULL,NULL,,,,,,,,,,,,,,
BASUTO,9351543,0,0,NULL,NULL,,,,,,,,,,,,,,
BATISSA,9364588,0,0,NULL,NULL,,,,,,,,,,,,,,
BAVARIA,9116797,0,0,NULL,NULL,,,,,,,,,,,,,,
BAVARIA I,9238753,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC AFRICA,9362621,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC ARAMIS,9313620,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC ARIZONA,9501253,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC AUSTRIA,9433327,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC BANGKOK,9437165,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC BUNDE,9161211,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC ECU,9222352,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC FRA,9197416,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC GDANSK ,9436965,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC ICELAND,9173331,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC JADE,9421116,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC KWIATKOWSKI,9436953,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC MAGELLAN,9569528,0,0,VOS0000010345,3/11/2018 11:00,,,,,,,,,,,,,,
BBC MISSISSIPPI,9347061,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC NEPTUNE,9537264,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC NORDLAND,9116321,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC OCEAN,9569530,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC ONTARIO,9312157,0,0,VOS0000006461,11/8/2017 14:00,,,,,,,,,,,,,,
BBC ORION,9347841,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC OSTFRIESLAND ,9161182,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC PERU,9210323,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC POLONIA ,9415325,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC ROMANIA,9195420,0,0,VOS0000029874,10/12/2019 14:30,,,,,,,,,,,,,,
BBC SCANDINAVIA,9362633,7002,3375,NULL,NULL,,,,,,,,,,,,,,
BBC SEALAND,9051741,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC SWE,9278600,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC THAMES,9368340,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC WESER,9347047,0,0,NULL,NULL,,,,,,,,,,,,,,
BBC XINGANG,9508483,0,0,NULL,NULL,,,,,,,,,,,,,,
BEAGLE III,9478353,0,0,NULL,NULL,,,,,,,,,,,,,,
BEAGLE VI,9227869,0,0,NULL,NULL,,,,,,,,,,,,,,
BEAUFORCE,9526095,0,0,NULL,NULL,,,,,,,,,,,,,,
BEAUFORT WIND,8010817,0,0,NULL,NULL,,,,,,,,,,,,,,
BEAUFORTE,9532812,0,0,NULL,NULL,,,,,,,,,,,,,,
BEAUMONT,9107033,0,0,NULL,NULL,,,,,,,,,,,,,,
BEAUTRITON,9428669,0,0,NULL,NULL,,,,,,,,,,,,,,
BEIJING VICTORY,7610725,0,0,NULL,NULL,,,,,,,,,,,,,,
BEL DIVINA PASTORA,8203567,0,0,NULL,NULL,,,,,,,,,,,,,,
BELITA,9318060,91649,56693,VOS0000029777,10/11/2019 20:00,,,,,,,,,,,,,,
BELLAVIA,9290440,0,0,VOS0000001330,NULL,,,,,,,,,,,,,,
BELLINA COLOSSUS,9552977,0,0,NULL,NULL,,,,,,,,,,,,,,
BELO ORIENTE,8606305,0,0,NULL,NULL,,,,,,,,,,,,,,
BELUGA EVALUATION,9467031,0,0,NULL,NULL,,,,,,,,,,,,,,
BEN,9311646,0,0,NULL,NULL,,,,,,,,,,,,,,
BENETE BAY,9445203,0,0,NULL,NULL,,,,,,,,,,,,,,
BENGAL SEA,8913461,0,0,NULL,NULL,,,,,,,,,,,,,,
BERGE SNOWDON,9738882,0,0,NULL,NULL,,,,,,,,,,,,,,
BERING SEA,9149225,0,0,NULL,NULL,,,,,,,,,,,,,,
BERNARD OLDENDORFF,8900529,0,0,NULL,NULL,,,,,,,,,,,,,,
BERNORA,9352145,0,0,NULL,NULL,,,,,,,,,,,,,,
BERTINA,9552133,0,0,NULL,NULL,,,,,,,,,,,,,,
BERULAN,9106455,0,0,NULL,NULL,,,,,,,,,,,,,,
BF IPANEMA,9433145,0,0,VOS0000012598,5/19/2018 7:00,,,,,,,,,,,,,,
BF LETICIA,9266542,0,0,VOS0000040398,8/24/2020 5:00,,,,,,,,,,,,,,
BGP CHALLENGER,9441532,0,0,NULL,NULL,,,,,,,,,,,,,,
BGP SUPPLY II,9576947,0,0,NULL,NULL,,,,,,,,,,,,,,
BI JIA SHAN,9632272,0,0,NULL,NULL,,,,,,,,,,,,,,
BIRCH 2,9134816,0,0,NULL,NULL,,,,,,,,,,,,,,
BIRK,9264740,0,0,NULL,NULL,,,,,,,,,,,,,,
BISCAGLIA,8406339,0,0,NULL,NULL,,,,,,,,,,,,,,
BK ACE,8405787,0,0,NULL,NULL,,,,,,,,,,,,,,
BLACK SEA,8905945,0,0,NULL,NULL,,,,,,,,,,,,,,
BLACKY,9393149,0,0,NULL,NULL,,,,,,,,,,,,,,
BLESSING SW,9397262,0,0,NULL,NULL,,,,,,,,,,,,,,
BLUE HAWK,7800370,0,0,NULL,NULL,,,,,,,,,,,,,,
BLUE MARLIN,9215115,0,0,NULL,NULL,,,,,,,,,,,,,,
BLUE PRIDE,9281011,0,0,NULL,NULL,,,,,,,,,,,,,,
BLUEWING,9230919,18311,8979,NULL,NULL,,,,,,,,,,,,,,
BOA ROVER,9255115,0,0,NULL,NULL,,,,,,,,,,,,,,
BOMAR HAUMEA,9441958,0,0,NULL,NULL,,,,,,,,,,,,,,
BOMAR JULIANA,9275036,0,0,VOS0000000907,3/2/2017 13:00,,,,,,,,,,,,,,
BOMAR JUPITER,9438169,0,0,NULL,NULL,,,,,,,,,,,,,,
BOMAR RESOLUTE,9408774,0,0,VOS0000039514,8/26/2020 3:00,,,,,,,,,,,,,,
BOMAR SEDNA,9383651,0,0,NULL,NULL,,,,,,,,,,,,,,
BONAIRE,9395953,0,0,NULL,NULL,,,,,,,,,,,,,,
BONAVIA,9064334,0,0,NULL,NULL,,,,,,,,,,,,,,
BONITA LIGHT,7932587,0,0,NULL,NULL,,,,,,,,,,,,,,
BONNIE VENTURE,9612155,0,0,VOS0000031107,11/25/2019 20:00,,,,,,,,,,,,,,
BOREAS,9488645,0,0,NULL,NULL,,,,,,,,,,,,,,
BORKUM,9084255,0,0,NULL,NULL,,,,,,,,,,,,,,
BOSPOROS,9315903,0,0,NULL,NULL,,,,,,,,,,,,,,
BOSTON TRADER,9282168,0,0,NULL,NULL,,,,,,,,,,,,,,
BOSUN,9228540,0,0,NULL,NULL,,,,,,,,,,,,,,
BOTAFOGO,9395329,0,0,NULL,NULL,,,,,,,,,,,,,,
BOUDICCA,7218395,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW AMERICAS,9304306,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW ANDINO,9214032,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW ARCHITECT,9319480,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW CAPE,9407079,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW CECIL,9143219,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW CEDAR I,9087013,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW CHAIN,9214317,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW CLIPPER,9047518,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW FAGUS,9047764,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW FAITH,9114232,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW FIRDA,9250751,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW FORTUNE,9168635,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW FUJI,9323778,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW GUARDIAN,9383338,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW PRIMA,8420505,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW PROSPER,8420476,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW SANTOS,9303651,0,0,NULL,NULL,,,,,,,,,,,,,,
BOW TRANSPORTER,7923574,0,0,NULL,NULL,,,,,,,,,,,,,,
BOX,9399911,0,0,NULL,NULL,,,,,,,,,,,,,,
BRAKEN,9416044,0,0,NULL,NULL,,,,,,,,,,,,,,
BRASIL EXPRESS,9146065,0,0,NULL,NULL,,,,,,,,,,,,,,
BRASSCHAAT,9459369,0,0,NULL,NULL,,,,,,,,,,,,,,
BRAUNSCHWEIG I,8202317,0,0,NULL,NULL,,,,,,,,,,,,,,
BRAVO,9222091,0,0,NULL,NULL,,,,,,,,,,,,,,
BRAZILIAN CONFIDENCE,8313221,0,0,NULL,NULL,,,,,,,,,,,,,,
BRAZTRANS I,7433610,0,0,NULL,NULL,,,,,,,,,,,,,,
BRB,9395939,0,0,NULL,NULL,,,,,,,,,,,,,,
BREMEN,9513622,0,0,NULL,NULL,,,,,,,,,,,,,,
BRIGHT FORTUNE,9561370,0,0,NULL,NULL,,,,,,,,,,,,,,
BRIGHT KOWA,9604811,0,0,NULL,NULL,,,,,,,,,,,,,,
BRIGHT LAKER,9228265,0,0,NULL,NULL,,,,,,,,,,,,,,
BRIGHT OCEAN,9470301,0,0,NULL,NULL,,,,,,,,,,,,,,
BRITANNIA,9614036,0,0,NULL,NULL,,,,,,,,,,,,,,
BRITISH COURTESY,9288825,0,0,NULL,NULL,,,,,,,,,,,,,,
BRITISH TRANQUILITY,9288849,0,0,NULL,NULL,,,,,,,,,,,,,,
BRO NIBE ,9322700,0,0,NULL,NULL,,,,,,,,,,,,,,
BRO PREMIUM,9171498,0,0,NULL,NULL,,,,,,,,,,,,,,
BRO PRIORITY,9219264,0,0,NULL,NULL,,,,,,,,,,,,,,
BRO PROVIDER,9219276,0,0,NULL,NULL,,,,,,,,,,,,,,
BROADGATE,8213847,0,0,NULL,NULL,,,,,,,,,,,,,,
BRUSSEL,7817608,0,0,NULL,NULL,,,,,,,,,,,,,,
BRYGGEN,9043093,0,0,VOS0000029676,10/8/2019 6:00,,,,,,,,,,,,,,
BULK CAJUN,8200450,0,0,NULL,NULL,,,,,,,,,,,,,,
BULK CRUSADER,8105739,0,0,NULL,NULL,,,,,,,,,,,,,,
BULK DISCOVERY,8806187,0,0,NULL,NULL,,,,,,,,,,,,,,
BULK HONDURAS,9500675,0,0,NULL,NULL,,,,,,,,,,,,,,
BULK ISLAND,8307064,0,0,NULL,NULL,,,,,,,,,,,,,,
BULK NEWPORT,9244611,0,0,NULL,NULL,,,,,,,,,,,,,,
BULK PANGAEA ,9187722,0,0,NULL,NULL,,,,,,,,,,,,,,
BULK PATRIOT,9115523,0,0,NULL,NULL,,,,,,,,,,,,,,
BUM CHIN,9304320,0,0,NULL,NULL,,,,,,,,,,,,,,
BUNGA BANYAN,9458834,0,0,NULL,NULL,,,,,,,,,,,,,,
BUNGA KANTAN DUA,9327140,0,0,NULL,NULL,,,,,,,,,,,,,,
BUNGA KANTAN SATU,9327138,0,0,NULL,NULL,,,,,,,,,,,,,,
BUSTEIN,7228297,0,0,NULL,NULL,,,,,,,,,,,,,,
BUTTERFLY,9324459,0,0,NULL,NULL,,,,,,,,,,,,,,
BUXFAVOURITE,9250212,0,0,NULL,NULL,,,,,,,,,,,,,,
BUXHARMONY,9377133,0,0,VOS0000003855,8/2/2017 4:00,,,,,,,,,,,,,,
BUXLINK,9235816,0,0,VOS0000038162,6/14/2020 5:00,,,,,,,,,,,,,,
BW HUDSON,9324306,0,0,NULL,NULL,,,,,,,,,,,,,,
BW LARA,9269257,0,0,NULL,NULL,,,,,,,,,,,,,,
BYZANTION,9315898,0,0,NULL,NULL,,,,,,,,,,,,,,
C. CHAMP,8307088,0,0,NULL,NULL,,,,,,,,,,,,,,
C. PROSPERITY,9419618,0,0,NULL,NULL,,,,,,,,,,,,,,
C.S. RAINBOW ,9303053,0,0,NULL,NULL,,,,,,,,,,,,,,
CABO HELLAS,9275725,0,0,NULL,NULL,,,,,,,,,,,,,,
CABRERA,9537977,0,0,NULL,NULL,,,,,,,,,,,,,,
CAERUS,6919837,0,0,VOS0000006147,10/22/2017 11:00,,,,,,,,,,,,,,
CAJA COUNTESS,9126730,0,0,NULL,NULL,,,,,,,,,,,,,,
CALA PANTANAL,9004255,0,0,NULL,NULL,,,,,,,,,,,,,,
CALA PANTERA,9377690,0,0,NULL,NULL,,,,,,,,,,,,,,
CALA PINAR DEL RIO I,9057159,0,0,NULL,NULL,,,,,,,,,,,,,,
CALA PINGUINO,9377705,0,0,NULL,NULL,,,,,,,,,,,,,,
CALA PORLAMAR I,9081734,0,0,NULL,NULL,,,,,,,,,,,,,,
CALA POSITANO ,9123037,0,0,NULL,NULL,,,,,,,,,,,,,,
CALA PROGRESO,9175717,0,0,NULL,NULL,,,,,,,,,,,,,,
CALA PROVIDENCIA I,9101508,0,0,NULL,NULL,,,,,,,,,,,,,,
CALA PUEBLA I,9134684,0,0,NULL,NULL,,,,,,,,,,,,,,
CALA PUMA,9367542,0,0,NULL,NULL,,,,,,,,,,,,,,
CALANDA,9158458,0,0,VOS0000024502,5/24/2019 0:00,,,,,,,,,,,,,,
CALETA ANAHUAC,8401157,0,0,NULL,NULL,,,,,,,,,,,,,,
CALIFORNIA,9231793,0,0,NULL,NULL,,,,,,,,,,,,,,
CALIOPE,9316555,0,0,NULL,NULL,,,,,,,,,,,,,,
CALLAO EXPRESS,9252993,0,0,NULL,NULL,,,,,,,,,,,,,,
CALLISTO,9427392,0,0,VOS0000027448,8/9/2019 16:00,,,,,,,,,,,,,,
CALYPSO,9411290,0,0,NULL,NULL,,,,,,,,,,,,,,
CANIS J,9191632,0,0,NULL,NULL,,,,,,,,,,,,,,
CANPOTEX RESURRECTION,9277474,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP DOUKATO,9277285,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP NELSON,9273961,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP PASLEY,9344655,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP PATTON,9344667,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP POLONIO,8710962,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP PORTLAND,9344631,0,0,VOS0000026820,7/22/2019 7:00,,,,,,,,,,,,,,
CAP PRESTON,9344681,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP SAN RAPHAEL,9227285,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP SPENCER,9215696,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP TALBOT,9227273,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP TRAFALGAR,8710905,0,0,NULL,NULL,,,,,,,,,,,,,,
CAP TRAFALGAR II,9215660,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE AKRITAS,9706190,62337,112836,VOS0000040023,8/7/2020 20:00,,,,,,,,,,,,,,
CAPE BACTON,9264283,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE BANKS,9081382,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE BEALE,9288928,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE BELLE,9051789,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE BILLE,9260263,0,0,VOS0000035387,3/23/2020 4:00,,,,,,,,,,,,,,
CAPE BIRD,9260067,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE BRADLEY,9264271,0,0,VOS0000003751,7/15/2017 0:00,,,,,,,,,,,,,,
CAPE BRUNY,9260275,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE DALY,9449431,0,0,VOS0000024684,5/18/2019 0:00,,,,,,,,,,,,,,
CAPE ESMERALDA,9294616,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE HENRY ,9648879,0,0,VOS0000008454,1/14/2018 1:00,,,,,,,,,,,,,,
CAPE HORN I,9004229,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE KORTIA,9727613,62337,112836,VOS0000040437,8/21/2020 21:00,,,,,,,,,,,,,,
CAPE MALE,9440150,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE MARTIN ,9360245,0,0,VOS0000018248,11/6/2018 23:00,,,,,,,,,,,,,,
CAPE SABLE,9106479,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE SCOTT,9159737,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPE SOUNIO,9727625,112836,62337,VOS0000038832,7/4/2020 5:00,,,,,,,,,,,,,,
CAPE TAINARO,9706205,112836,62337,VOS0000039078,7/11/2020 5:00,,,,,,,,,,,,,,
CAPE TALARA,9569994,42010,22361,VOS0000001840,5/9/2017 15:00,,,,,,,,,,,,,,
CAPE TRAFALGAR,9692727,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPETAN COSTIS,8806888,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPRICORNIO GAS,8011043,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPRICORNIO GAS I,7601047,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPTAIN AYSUNA,8515843,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPTAIN BRODY,8957780,152.95,45.89,NULL,NULL,,,,,,,,,,,,,,
CAPTAIN P,8031093,0,0,NULL,NULL,,,,,,,,,,,,,,
CAPTAINYANNIS L,9101637,0,0,NULL,NULL,,,,,,,,,,,,,,
CARAVOS GLORY,9584322,0,0,NULL,NULL,,,,,,,,,,,,,,
CARAVOS LIBERTY,9653795,0,0,NULL,NULL,,,,,,,,,,,,,,
CARIAD,9113147,0,0,NULL,NULL,,,,,,,,,,,,,,
CARIB PLUS,7816111,0,0,NULL,NULL,,,,,,,,,,,,,,
CARIB VISION,7636561,0,0,NULL,NULL,,,,,,,,,,,,,,
CARIBBEAN CARRIER,9103350,0,0,NULL,NULL,,,,,,,,,,,,,,
CARIBBEAN HIGHWAY I,9243473,0,0,NULL,NULL,,,,,,,,,,,,,,
CARIBBEAN PRINCESS,9215490,0,0,NULL,NULL,,,,,,,,,,,,,,
